Mn_i_minus,muii
26244.397805217006,0.37454637344617403
24773.182027292783,0.9507147992668521
25029.66536496566,0.5986624976121946
27267.777640250235,0.15602708025603212
6630.079140682085,0.6011190005930913
3457.998658309935,0.02059428845085949
6359.055025189917,0.9699101530634727
14010.612574647757,0.2123469872871694
2280.157337871401,0.43195069919192935
5320.562140673775,0.3663681796752588
26089.76331710891,0.7851781096333996
25727.353238180356,0.5924186447163539
19889.953512698037,0.6075487764529194
11498.168910304545,0.304620723035679
15209.558190619962,0.0976811372852438
22609.161302128385,0.6842361841818918
25171.56946789577,0.44015809221466395
11565.410299734825,0.9093213088747613
6860.069353810158,0.31171795897865007
8264.362040103148,0.1848626069809718
16660.87656231125,0.9394995465747735
6321.083277600373,0.38868340291658515
5290.462097671414,0.2809417003422839
20216.24183538384,0.14093281573251293
25936.221405315075,0.8021989587842321
16554.16470788636,0.07455989817333403
20567.639287656184,0.005532061902431163
23955.741517015773,0.7712726339824789
2814.0253804334257,0.8631047948413347
6613.938666923156,0.6233018938462896
10636.822625667395,0.7296088822762806
20456.26926685614,0.7607874407664112
28785.082012649098,0.7709694702827614
15879.686801251266,0.31436283751651595
27762.75828904311,0.22880587750996756
14157.081652070965,0.2897585553992389
20281.365273408748,0.1612296750411319
18504.06143987881,0.9296983553660496
15295.217893905061,0.8714618755818159
8438.06209043939,0.8925600728999928
16678.894040048923,0.8607319759505109
16307.117237669687,0.41741682903874755
1359.491245578328,0.22211558939262557
8032.717805838649,0.5187954338371487
18822.453215348465,0.3636359660832702
17458.783154260804,0.23956949504806577
10153.68410450098,0.9856505976060596
24063.423864318876,0.24206285095878532
14283.00177712329,0.6721388260504044
12713.847682293823,0.18652664521475026
7057.150701424333,0.016597663049566874
17570.655573878343,0.5120979373686979
22795.237746649138,0.6451763386815458
27999.681236595603,0.6909408287250849
30600.536602003456,0.341072940386748
21343.1731994725,0.11348238650537666
3415.6165207863796,0.92469437134238
30464.245483948307,0.8773405799874472
26102.6570708437,0.09311183677822116
11187.847974426759,0.3390364007507902
11160.987273298935,0.08414912359539888
4298.265049623388,0.898555202985194
28075.729222093894,0.10148052815060345
29292.601223143585,0.005071533230380225
1898.8549044854044,0.6519647398900055
30544.63442907472,0.23725671500592513
28223.9677216515,0.746493940203973
11346.781002152507,0.849224918260073
9743.793572524537,0.0936838310804142
24265.193443058015,0.36772212590140296
1339.1632241037476,0.26520971565804863
30196.399549924037,0.973010824646898
29794.056990090856,0.8920476347115616
30061.91923954777,0.6311423146110029
4909.46931423751,0.502642066734261
18614.48493491857,0.024325723271789525
7989.019302863779,0.6454758411842088
24027.065973962857,0.1771189083002549
3563.559645975684,0.9539290377168174
6457.72683773557,0.4281898664758312
11581.806406250727,0.8530109253728054
9476.342753853285,0.294455947580665
23819.60349064315,0.359497556308243
10512.057800553932,0.8093630618669588
7186.128391763966,0.7957947115094067
25513.718926100515,0.8900064417641481
4660.309675688135,0.0939910000214706
14088.407345576437,0.578284358194764
27753.749348351448,0.03595191437400412
19690.161502565454,0.5908373522364051
28140.253230045833,0.03735781526732693
20778.558585998835,0.8226023346540516
650.02933612604,0.1270692420467583
865.6368616576102,0.5222480376222038
21984.974029275592,0.7699958531630798
3768.464113832032,0.21582886928656822
10891.772837656068,0.622894246914242
29419.53343849135,0.6374335271991916
8800.567402897572,0.5163051852977123
11472.455508312481,0.7951882429067559
13235.763077808364,0.695977246351637
27545.6793994,0.40895885488482575
256.3540086281431,0.6117246290268898
5208.4246060658625,0.24773851219126247
25834.96131133881,0.3559791189244751
6046.517564742391,0.7578485320032644
11537.315042783921,0.04601218199533254
12190.397548470786,0.47417908734903436
7193.665686872221,0.4734770360628579
8109.983406782155,0.1732101378913161
1112.1052843715634,0.6258636571150792
12143.785798728655,0.6424228540135335
6737.740051141911,0.5857797235176505
14299.498666966421,0.5754784231341001
1269.4904120173162,0.3881760445072599
29574.56669465021,0.45825830796261174
4469.533323663841,0.38610877677439626
12388.029182862188,0.961190951918276
27610.57930811631,0.3189824405374584
16769.334149705406,0.4126235507346574
14345.154993782682,0.7764151966123894
15530.528747610046,0.8584141677154934
2642.2312145845126,0.4289997374347446
7264.017695880336,0.9025538811504998
21867.466170073512,0.010847543103783558
14141.241461078242,0.9500624664311345
2850.918314959602,0.5734421537444049
3995.7016562336676,0.3286712587244623
3192.4835128424183,0.6725217308924777
16086.491152673085,0.7915811279354112
2432.8744231857727,0.7896202466131259
28995.552720068186,0.05756818442904412
11702.282124032508,0.4415360860683633
28911.703238092698,0.10113166489602901
15499.089813530862,0.08135796715409335
30303.091610214226,0.9472491048980849
26007.556241977738,0.9860012038122327
19542.921286816705,0.753380651477089
5858.993461682586,0.3762658229350605
27097.744443865246,0.7771491444582775
14005.750464434981,0.4926301780398163
20211.079571461083,0.37487683081790885
4042.0073358008417,0.8686004421981783
22852.198636710636,0.012164353145069444
13152.169147963945,0.0738058267697515
12569.599315288146,0.9693028425937428
27649.18006831056,0.6294023441488812
14964.717343571052,0.6275618045032626
28649.777197034433,0.4556621962181851
20401.98679950012,0.6201363964755587
20127.404101287437,0.6847343252421537
11015.494609931178,0.16262531317549786
6339.513602545237,0.6134190617838304
2009.6978335334265,0.37646960224438086
13530.069427871373,0.38089704772245525
30009.619278330956,0.9699146986706251
27948.111254213847,0.46869847286337235
21149.425890333598,0.4148253541426418
985.442182835543,0.05638493289596061
29532.477694984696,0.9966368707055346
1530.0962389392919,0.5554361512855714
14370.743701353776,0.24735562826218024
8951.610925570938,0.6181320591754912
7857.168533693346,0.11356645662370703
6694.383429610134,0.772320668551722
11188.710069252353,0.852182978503537
7324.415878268067,0.8766548361223184
30026.611227592002,0.02879238848657584
7778.521320088735,0.7551397043010623
5117.578545250979,0.1363801118720139
7382.893353253561,0.01455452022122525
29599.520355389534,0.5899217876777645
23315.19387329918,0.39225012265928133
28172.349440980488,0.43748054727450886
22680.296881818373,0.8623650851096577
12379.775778692218,0.45914116488069895
7270.403042028652,0.07587256947538283
24268.974863521405,0.12805455849938288
14373.30853780723,0.8967894420219128
27213.797106626764,0.6675610629436419
28498.98188345892,0.1922970959184827
13469.453463669344,0.040878207580316205
5527.770278808092,0.2785975531285683
113.45583114808348,0.12064466474188981
4780.505661907552,0.20634165506860846
27689.338826307856,0.364276218349465
6362.6932000244,0.690397924681079
481.6102735924525,0.7994124048050535
24757.704533270033,0.6279041104870129
10279.049567794751,0.9208731918078079
27112.2893098141,0.27688487937072226
9020.023500104735,0.46254009078598657
535.8906380658777,0.5116823253412449
16778.613565845153,0.532118164130463
29875.41564308037,0.02008099706574859
10625.955732860562,0.32208594479152247
4913.782638090293,0.11977093419793303
20967.384128115857,0.08692941888454282
5330.266516728493,0.7454420197895881
21278.20606439594,0.6459207821591879
21652.493849727765,0.6057787616086936
29600.617609426095,0.1528676105929402
13746.430274752143,0.2459652688072243
20001.605961915906,0.524516144456359
28812.218686911416,0.9823787931224373
5903.386012826943,0.3978616204897512
11240.070010895512,0.969470738571036
26832.50840512435,0.8170739002285704
1567.869526629889,0.17089587851419194
2030.8303286683433,0.5567673253849996
12524.403060150971,0.5716169733430051
1091.3897306707795,0.5076153025806681
12642.466454789072,0.33661091215113864
1793.0717224691412,0.13442333279220486
12108.702189145566,0.32236062143627325
26631.725012564748,0.8098763471101763
1853.481100326228,0.25464810835721624
29401.53021697841,0.681505907196707
235.2272089752686,0.3488747778603299
30050.072703767066,0.9295298489563834
2457.1369680883595,0.7308701665288923
30361.28131043594,0.8418303584705045
6662.916409541141,0.13978097890252325
22900.712813020542,0.7952693591867716
24735.70313430466,0.20163530377454408
5878.660499771345,0.6652005687239931
7652.943557613402,0.37695065998061333
22615.588673875907,0.30138486038540047
19663.725105013575,0.7476119040824494
14166.21459437834,0.5027253628885782
14781.574687862147,0.5435574255853775
26064.507426359,0.6277117759908871
29121.400116574896,0.7940272490184033
6314.102293853805,0.7885993252524185
14815.574123469138,0.15168336298395388
883.3749181144901,0.3117289505748703
13514.057605137326,0.033542099411432026
24265.140081877627,0.8767668691053818
7716.297875559091,0.11064063063783768
27542.911123284408,0.8464538272116008
4485.604270036211,0.22925910271868918
16658.40300403358,0.7222553458673824
20997.62799425199,0.6411512214089684
5092.904963101906,0.6939515049826553
24273.51531867283,0.908451476828015
19772.877874897495,0.4008574082494723
26028.224139291426,0.6114581208922935
7400.848046498798,0.9321189613007875
19091.75421339439,0.9225001561834839
16250.976480072493,0.9255692572216473
24809.297550326424,0.9848413505503449
16353.704406475732,0.9208426741985462
1309.1013659331318,0.3990087138430916
1002.9430610212885,0.05477109120564312
22944.810282400515,0.004641976684372813
22285.379482262724,0.39817471190400744
9630.387803589741,0.34695973236420874
3014.05938816192,0.4522234187103983
11938.41209745534,0.1408656118095961
28959.60539702565,0.17639522263635826
4586.638769662024,0.36240027517764195
25175.038187903796,0.9968742831034288
24115.85139806134,0.7499629707944738
19240.135278909096,0.2099134940396548
10270.187926658737,0.20514758908560238
22163.193018004593,0.036559302351416405
3989.103336234178,0.4720722244405482
3698.2799473134965,0.5648454848512838
17604.655033372153,0.06571798234195808
28319.626523304963,0.45329430185968017
28321.356990687942,0.8617870031573072
20547.542894822665,0.6589273526707322
18694.97618555946,0.22197994221133013
20786.873340164435,0.01972034064898661
7208.712688825938,0.104117540898754
6993.858502020349,0.7999180862123356
15244.347972529928,0.6680884557192804
28318.99539436337,0.8963368551629346
3853.3519308508476,0.08551767576915953
12873.893442119514,0.20789417628347587
101.1623120610775,0.18144362073544643
5557.978558097132,0.8926727843598641
22689.920591842227,0.341823933524359
30489.452091664458,0.2594308391969582
30463.85697427723,0.37969861124318527
23118.624545523257,0.5902990395653825
247.23482642251045,0.26807096018646803
22506.918980176,0.5520516603801717
30362.79747347888,0.1401217746346949
18243.235378884605,0.7998572573947558
7937.736050080683,0.984402336681745
16815.398269705933,0.2723146034461038
4337.987590868481,0.5765207103494984
26606.08114179115,0.2740624801349992
29726.33522937248,0.6514238741479806
10341.344810240798,0.011005718700193894
27479.75177528488,0.16629170592239187
19604.536235353553,0.08280783993844722
16387.23015946594,0.9368303710273648
2616.8220545270133,0.2622714216593821
1240.656547061956,0.05143529922611551
23573.843159095682,0.7709144946237845
5261.705293630314,0.6884055124037718
18007.635629588225,0.7994178848101896
13258.331355051447,0.3609802872010574
15811.593497153564,0.9173144023264882
29075.548643047445,0.9502378514472642
25121.743089370648,0.8729471064180495
1314.461470590942,0.8491971596088036
5278.396332060929,0.4894300693935041
28834.509631463454,0.987668131316567
6928.484710964866,0.915489142705066
28647.25662681133,0.6974232930441674
5752.907049056891,0.9442670464485428
19979.314682047734,0.037017264639145474
10227.152465560599,0.12057568010842104
27857.492331362257,0.07696243209719286
27704.278935738777,0.696291812990381
6843.504413713812,0.06536568723553438
18018.531733019823,0.5394958974624134
11419.020122273674,0.3187593154070406
26501.198689548062,0.021279198156278635
20612.7605768093,0.8747029256674725
26926.522231153973,0.939068307835911
28817.420323235285,0.7987852479413077
7790.248759790131,0.4019368943001061
7650.803024021291,0.47988082154770584
29799.34995170263,0.8736783774151969
9297.491909639295,0.9840836283646032
26813.462582968376,0.7375849257658755
1609.5573530260558,0.23878475799684468
25164.215264541137,0.35462861141920016
27182.51575103017,0.017883755994066476
10679.989859935387,0.6796504862202429
15567.378398512214,0.21826170532618552
20343.00015012078,0.4175865999771705
1637.9496799617168,0.16704227575261432
25384.843764042915,0.2316793846664296
18935.20651435019,0.23067750501964154
10279.120777206386,0.1864463977616331
931.162228496482,0.7795866777220176
9353.285756831583,0.05785209813663074
25945.29305132855,0.9949078735682089
1004.5107418790608,0.7582408933193343
24278.005790089635,0.2244483274309423
9230.009484544464,0.5369790531491846
20007.1066130334,0.5929440054423547
1473.1808457333907,0.8774620880217541
24912.78841094304,0.2656073865882802
21519.20765101714,0.12952362613359136
27153.55217089356,0.8887491923881785
24831.221050960652,0.9556519417147711
6346.3769447102895,0.862128995989278
8206.80293577029,0.40845912853856803
20108.173584975826,0.6832619310719593
6939.026061424448,0.592411860581671
26958.466086781133,0.26703559988671965
24913.52251344643,0.8370149582303884
6494.23402620123,0.8808719504913365
29309.072730178093,0.029256990561728802
2289.1415446233946,0.1288785787747705
